path,tone,pickup,tone_pickup,string,fret,midi_pitch
../EGFxSet/BluesDriver/Bridge/3-15.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,15,70
../EGFxSet/BluesDriver/Bridge/3-16.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,16,71
../EGFxSet/BluesDriver/Bridge/3-17.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,17,72
../EGFxSet/BluesDriver/Bridge/3-18.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,18,73
../EGFxSet/BluesDriver/Bridge/3-19.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,19,74
../EGFxSet/BluesDriver/Bridge/3-2.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,2,57
../EGFxSet/BluesDriver/Bridge/3-20.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,20,75
../EGFxSet/BluesDriver/Bridge/3-21.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,21,76
../EGFxSet/BluesDriver/Bridge/3-22.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,22,77
../EGFxSet/BluesDriver/Bridge/3-3.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,3,58
../EGFxSet/BluesDriver/Bridge/3-4.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,4,59
../EGFxSet/BluesDriver/Bridge/3-5.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,5,60
../EGFxSet/BluesDriver/Bridge/3-6.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,6,61
../EGFxSet/BluesDriver/Bridge/3-7.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,7,62
../EGFxSet/BluesDriver/Bridge/3-8.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,8,63
../EGFxSet/BluesDriver/Bridge/3-9.wav,BluesDriver,Bridge,BluesDriver__Bridge,3,9,64
../EGFxSet/BluesDriver/Bridge/4-0.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,0,50
../EGFxSet/BluesDriver/Bridge/4-1.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,1,51
../EGFxSet/BluesDriver/Bridge/4-10.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,10,60
../EGFxSet/BluesDriver/Bridge/4-11.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,11,61
../EGFxSet/BluesDriver/Bridge/4-12.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,12,62
../EGFxSet/BluesDriver/Bridge/4-13.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,13,63
../EGFxSet/BluesDriver/Bridge/4-14.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,14,64
../EGFxSet/BluesDriver/Bridge/4-15.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,15,65
../EGFxSet/BluesDriver/Bridge/4-16.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,16,66
../EGFxSet/BluesDriver/Bridge/4-17.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,17,67
../EGFxSet/BluesDriver/Bridge/4-18.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,18,68
../EGFxSet/BluesDriver/Bridge/4-19.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,19,69
../EGFxSet/BluesDriver/Bridge/4-2.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,2,52
../EGFxSet/BluesDriver/Bridge/4-20.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,20,70
../EGFxSet/BluesDriver/Bridge/4-21.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,21,71
../EGFxSet/BluesDriver/Bridge/4-22.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,22,72
../EGFxSet/BluesDriver/Bridge/4-3.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,3,53
../EGFxSet/BluesDriver/Bridge/4-4.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,4,54
../EGFxSet/BluesDriver/Bridge/4-5.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,5,55
../EGFxSet/BluesDriver/Bridge/4-6.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,6,56
../EGFxSet/BluesDriver/Bridge/4-7.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,7,57
../EGFxSet/BluesDriver/Bridge/4-8.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,8,58
../EGFxSet/BluesDriver/Bridge/4-9.wav,BluesDriver,Bridge,BluesDriver__Bridge,4,9,59
../EGFxSet/BluesDriver/Bridge/5-0.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,0,45
../EGFxSet/BluesDriver/Bridge/5-1.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,1,46
../EGFxSet/BluesDriver/Bridge/5-10.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,10,55
../EGFxSet/BluesDriver/Bridge/5-11.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,11,56
../EGFxSet/BluesDriver/Bridge/5-12.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,12,57
../EGFxSet/BluesDriver/Bridge/5-13.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,13,58
../EGFxSet/BluesDriver/Bridge/5-14.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,14,59
../EGFxSet/BluesDriver/Bridge/5-15.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,15,60
../EGFxSet/BluesDriver/Bridge/5-16.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,16,61
../EGFxSet/BluesDriver/Bridge/5-17.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,17,62
../EGFxSet/BluesDriver/Bridge/5-18.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,18,63
../EGFxSet/BluesDriver/Bridge/5-19.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,19,64
../EGFxSet/BluesDriver/Bridge/5-2.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,2,47
../EGFxSet/BluesDriver/Bridge/5-20.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,20,65
../EGFxSet/BluesDriver/Bridge/5-21.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,21,66
../EGFxSet/BluesDriver/Bridge/5-22.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,22,67
../EGFxSet/BluesDriver/Bridge/5-3.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,3,48
../EGFxSet/BluesDriver/Bridge/5-4.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,4,49
../EGFxSet/BluesDriver/Bridge/5-5.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,5,50
../EGFxSet/BluesDriver/Bridge/5-6.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,6,51
../EGFxSet/BluesDriver/Bridge/5-7.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,7,52
../EGFxSet/BluesDriver/Bridge/5-8.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,8,53
../EGFxSet/BluesDriver/Bridge/5-9.wav,BluesDriver,Bridge,BluesDriver__Bridge,5,9,54
../EGFxSet/BluesDriver/Bridge/6-0.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,0,40
../EGFxSet/BluesDriver/Bridge/6-1.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,1,41
../EGFxSet/BluesDriver/Bridge/6-10.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,10,50
../EGFxSet/BluesDriver/Bridge/6-11.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,11,51
../EGFxSet/BluesDriver/Bridge/6-12.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,12,52
../EGFxSet/BluesDriver/Bridge/6-13.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,13,53
../EGFxSet/BluesDriver/Bridge/6-14.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,14,54
../EGFxSet/BluesDriver/Bridge/6-15.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,15,55
../EGFxSet/BluesDriver/Bridge/6-16.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,16,56
../EGFxSet/BluesDriver/Bridge/6-17.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,17,57
../EGFxSet/BluesDriver/Bridge/6-18.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,18,58
../EGFxSet/BluesDriver/Bridge/6-19.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,19,59
../EGFxSet/BluesDriver/Bridge/6-2.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,2,42
../EGFxSet/BluesDriver/Bridge/6-20.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,20,60
../EGFxSet/BluesDriver/Bridge/6-21.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,21,61
../EGFxSet/BluesDriver/Bridge/6-22.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,22,62
../EGFxSet/BluesDriver/Bridge/6-3.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,3,43
../EGFxSet/BluesDriver/Bridge/6-4.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,4,44
../EGFxSet/BluesDriver/Bridge/6-5.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,5,45
../EGFxSet/BluesDriver/Bridge/6-6.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,6,46
../EGFxSet/BluesDriver/Bridge/6-7.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,7,47
../EGFxSet/BluesDriver/Bridge/6-8.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,8,48
../EGFxSet/BluesDriver/Bridge/6-9.wav,BluesDriver,Bridge,BluesDriver__Bridge,6,9,49
../EGFxSet/BluesDriver/Bridge-Middle/1-0.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,0,64
../EGFxSet/BluesDriver/Bridge-Middle/1-1.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,1,65
../EGFxSet/BluesDriver/Bridge-Middle/1-10.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,10,74
../EGFxSet/BluesDriver/Bridge-Middle/1-11.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,11,75
../EGFxSet/BluesDriver/Bridge-Middle/1-12.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,12,76
../EGFxSet/BluesDriver/Bridge-Middle/1-13.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,13,77
../EGFxSet/BluesDriver/Bridge-Middle/1-14.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,14,78
../EGFxSet/BluesDriver/Bridge-Middle/1-15.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,15,79
../EGFxSet/BluesDriver/Bridge-Middle/1-16.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,16,80
../EGFxSet/BluesDriver/Bridge-Middle/1-17.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,17,81
../EGFxSet/BluesDriver/Bridge-Middle/1-18.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,18,82
../EGFxSet/BluesDriver/Bridge-Middle/1-19.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,19,83
../EGFxSet/BluesDriver/Bridge-Middle/1-2.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,2,66
../EGFxSet/BluesDriver/Bridge-Middle/1-20.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,20,84
../EGFxSet/BluesDriver/Bridge-Middle/1-21.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,21,85
../EGFxSet/BluesDriver/Bridge-Middle/1-22.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,22,86
../EGFxSet/BluesDriver/Bridge-Middle/1-3.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,3,67
../EGFxSet/BluesDriver/Bridge-Middle/1-4.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,4,68
../EGFxSet/BluesDriver/Bridge-Middle/1-5.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,5,69
../EGFxSet/BluesDriver/Bridge-Middle/1-6.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,6,70
../EGFxSet/BluesDriver/Bridge-Middle/1-7.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,7,71
../EGFxSet/BluesDriver/Bridge-Middle/1-8.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,8,72
../EGFxSet/BluesDriver/Bridge-Middle/1-9.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,1,9,73
../EGFxSet/BluesDriver/Bridge-Middle/2-0.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,0,59
../EGFxSet/BluesDriver/Bridge-Middle/2-1.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,1,60
../EGFxSet/BluesDriver/Bridge-Middle/2-10.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,10,69
../EGFxSet/BluesDriver/Bridge-Middle/2-11.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,11,70
../EGFxSet/BluesDriver/Bridge-Middle/2-12.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,12,71
../EGFxSet/BluesDriver/Bridge-Middle/2-13.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,13,72
../EGFxSet/BluesDriver/Bridge-Middle/2-14.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,14,73
../EGFxSet/BluesDriver/Bridge-Middle/2-15.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,15,74
../EGFxSet/BluesDriver/Bridge-Middle/2-16.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,16,75
../EGFxSet/BluesDriver/Bridge-Middle/2-17.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,17,76
../EGFxSet/BluesDriver/Bridge-Middle/2-18.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,18,77
../EGFxSet/BluesDriver/Bridge-Middle/2-19.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,19,78
../EGFxSet/BluesDriver/Bridge-Middle/2-2.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,2,61
../EGFxSet/BluesDriver/Bridge-Middle/2-20.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,20,79
../EGFxSet/BluesDriver/Bridge-Middle/2-21.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,21,80
../EGFxSet/BluesDriver/Bridge-Middle/2-22.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,22,81
../EGFxSet/BluesDriver/Bridge-Middle/2-3.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,3,62
../EGFxSet/BluesDriver/Bridge-Middle/2-4.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,4,63
../EGFxSet/BluesDriver/Bridge-Middle/2-5.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,5,64
../EGFxSet/BluesDriver/Bridge-Middle/2-6.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,6,65
../EGFxSet/BluesDriver/Bridge-Middle/2-7.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,7,66
../EGFxSet/BluesDriver/Bridge-Middle/2-8.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,8,67
../EGFxSet/BluesDriver/Bridge-Middle/2-9.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,2,9,68
../EGFxSet/BluesDriver/Bridge-Middle/3-0.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,0,55
../EGFxSet/BluesDriver/Bridge-Middle/3-1.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,1,56
../EGFxSet/BluesDriver/Bridge-Middle/3-10.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,10,65
../EGFxSet/BluesDriver/Bridge-Middle/3-11.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,11,66
../EGFxSet/BluesDriver/Bridge-Middle/3-12.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,12,67
../EGFxSet/BluesDriver/Bridge-Middle/3-13.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,13,68
../EGFxSet/BluesDriver/Bridge-Middle/3-14.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,14,69
../EGFxSet/BluesDriver/Bridge-Middle/3-15.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,15,70
../EGFxSet/BluesDriver/Bridge-Middle/3-16.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,16,71
../EGFxSet/BluesDriver/Bridge-Middle/3-17.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,17,72
../EGFxSet/BluesDriver/Bridge-Middle/3-18.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,18,73
../EGFxSet/BluesDriver/Bridge-Middle/3-19.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,19,74
../EGFxSet/BluesDriver/Bridge-Middle/3-2.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,2,57
../EGFxSet/BluesDriver/Bridge-Middle/3-20.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,20,75
../EGFxSet/BluesDriver/Bridge-Middle/3-21.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,21,76
../EGFxSet/BluesDriver/Bridge-Middle/3-22.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,22,77
../EGFxSet/BluesDriver/Bridge-Middle/3-3.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,3,58
../EGFxSet/BluesDriver/Bridge-Middle/3-4.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,4,59
../EGFxSet/BluesDriver/Bridge-Middle/3-5.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,5,60
../EGFxSet/BluesDriver/Bridge-Middle/3-6.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,6,61
../EGFxSet/BluesDriver/Bridge-Middle/3-7.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,7,62
../EGFxSet/BluesDriver/Bridge-Middle/3-8.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,8,63
../EGFxSet/BluesDriver/Bridge-Middle/3-9.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,3,9,64
../EGFxSet/BluesDriver/Bridge-Middle/4-0.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,0,50
../EGFxSet/BluesDriver/Bridge-Middle/4-1.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,1,51
../EGFxSet/BluesDriver/Bridge-Middle/4-10.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,10,60
../EGFxSet/BluesDriver/Bridge-Middle/4-11.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,11,61
../EGFxSet/BluesDriver/Bridge-Middle/4-12.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,12,62
../EGFxSet/BluesDriver/Bridge-Middle/4-13.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,13,63
../EGFxSet/BluesDriver/Bridge-Middle/4-14.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,14,64
../EGFxSet/BluesDriver/Bridge-Middle/4-15.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,15,65
../EGFxSet/BluesDriver/Bridge-Middle/4-16.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,16,66
../EGFxSet/BluesDriver/Bridge-Middle/4-17.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,17,67
../EGFxSet/BluesDriver/Bridge-Middle/4-18.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,18,68
../EGFxSet/BluesDriver/Bridge-Middle/4-19.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,19,69
../EGFxSet/BluesDriver/Bridge-Middle/4-2.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,2,52
../EGFxSet/BluesDriver/Bridge-Middle/4-20.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,20,70
../EGFxSet/BluesDriver/Bridge-Middle/4-21.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,21,71
../EGFxSet/BluesDriver/Bridge-Middle/4-22.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,22,72
../EGFxSet/BluesDriver/Bridge-Middle/4-3.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,3,53
../EGFxSet/BluesDriver/Bridge-Middle/4-4.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,4,54
../EGFxSet/BluesDriver/Bridge-Middle/4-5.wav,BluesDriver,Bridge-Middle,BluesDriver__Bridge-Middle,4,5,55
